25498033;277835175;4137601674;
25498033;4137601674;847769221;
25498033;847769221;277835172;
25498033;277835172;3455510557;
25498033;3455510557;3455510552;
25498033;3455510552;1917908889;
25498033;1917908889;1917908867;
25498033;1917908867;1917908850;
25498033;1917908850;1917908841;
25498033;1917908841;1917908820;
25498033;1917908820;1917908802;
25498033;1917908802;277835173;
25498033;277835173;4745631963;
25498033;4745631963;4745631964;
25498033;4745631964;4150371970;
25498033;4150371970;851010555;
25498033;851010555;277835174;
25498033;277835174;1920250232;
25498033;1920250232;469812462;
25498042;277835417;1026406125;
25498042;1026406125;1675863652;
25498042;1675863652;6389755291;
25498042;6389755291;277835418;
25498042;277835418;1026404076;
25498042;1026404076;277835419;
25498043;277835415;1667070046;
25498043;1667070046;6389629467;
25498043;6389629467;1026406128;
25498043;1026406128;277835414;
25498053;1667054724;1667054723;
25498053;1667054723;1667054717;
25498057;277835295;277835298;
25498057;277835298;277835299;
25498057;277835299;3436405231;
25498057;3436405231;277835300;
25498057;277835300;3436405226;
25498057;3436405226;277835301;
25498057;277835301;469805525;
25498057;469805525;277835302;
36916640;429333152;4286419891;
36916640;4286419891;6412767337;
36916640;6412767337;6412767338;
36916640;6412767338;6412767339;
36916640;6412767339;1026417160;
36916640;1026417160;4593166980;
36916640;4593166980;4593166978;
36916640;4593166978;4286419893;
36916640;4286419893;6412767340;
36916640;6412767340;6412767341;
36916640;6412767341;429333153;
36916640;429333153;429333154;
36916640;429333154;1917909046;
36916640;1917909046;429333155;
36916640;429333155;4593166946;
36916640;4593166946;1917909048;
36916640;1917909048;5394575376;
37010887;430429588;430429591;
37010887;430429591;430429592;
37010887;430429592;1921032306;
37010887;1921032306;1921032300;
37010887;1921032300;430429593;
37010887;430429593;1921032204;
37010887;1921032204;2204405311;
37010887;2204405311;430429594;
37010887;430429594;430429595;
37010887;430429595;430429596;
37010887;430429596;430429597;
37010887;430429597;430429598;
37010887;430429598;1917908638;
37010887;1917908638;851010464;
37010888;851010467;1917908825;
37010888;1917908825;430429606;
37010888;430429606;430429604;
37010888;430429604;430429602;
37010888;430429602;4631604320;
37010888;4631604320;2399612040;
37010889;429333140;430429613;
37010889;430429613;4453671555;
37010889;4453671555;4453671560;
37010889;4453671560;430429614;
37010889;430429614;851010510;
37010889;851010510;430429596;
57036245;1113775122;4150371971;
57036245;4150371971;3455510558;
57036245;3455510558;5769054384;
57036245;5769054384;3455510565;
57036245;3455510565;5754625282;
57036245;5754625282;847769222;
57036245;847769222;712039231;
71218077;847769221;5754625986;
71541691;851010454;851010457;
71541691;851010457;851010460;
71541691;851010460;1917908470;
71541691;1917908470;1917908461;
71541691;1917908461;851010461;
71541691;851010461;1917908496;
71541691;1917908496;851010462;
71541691;851010462;851010464;
71541691;851010464;851010467;
71541693;851010467;1917908502;
71541693;1917908502;1667320612;
71541697;851010483;851010497;
71541699;851010497;851010508;
71541699;851010508;851010510;
71541703;851010526;3436405237;
71541703;3436405237;851010541;
71541703;851010541;1667054702;
71541703;1667054702;851010546;
71541704;851010555;4150371969;
71541704;4150371969;851010560;
71541704;851010560;851010486;
71541704;851010486;851010454;
71541706;851010467;851010568;
71541706;851010568;1917908662;
71541706;1917908662;1917908665;
71541706;1917908665;851010576;
71541706;851010576;6400824985;
71541706;6400824985;429333170;
71541708;429333170;1917908670;
71541708;1917908670;851010583;
71541708;851010583;851010586;
71541708;851010586;1917908705;
71541708;1917908705;1917908701;
71541708;1917908701;1917908692;
71541708;1917908692;1917908685;
71541708;1917908685;851010588;
88364844;1026405817;5113663840;
88364844;5113663840;1026406125;
88364844;1026406125;1026406128;
88365093;1026408744;1026408750;
88365093;1026408750;1026408751;
88365093;1026408751;1026408754;
88365093;1026408754;1026408757;
88365102;1026408764;1026408920;
88365102;1026408920;1026408923;
88365102;1026408923;1026408757;
88365121;1026408920;1026409136;
88365121;1026409136;1026409137;
88365121;1026409137;1026409138;
88365121;1026409138;1026409140;
88365121;1026409140;1026409136;
96122992;1113775122;1113775125;
96122992;1113775125;4150371974;
96122992;4150371974;1113775128;
96122992;1113775128;712039231;
96122992;712039231;5754625987;
96122992;5754625987;4917787675;
96122992;4917787675;4137601676;
132032463;469812462;277835159;
132032463;277835159;6412810051;
132032463;6412810051;1026408767;
132032463;1026408767;6412660149;
132032463;6412660149;6401935218;
132032463;6401935218;277835237;
144843389;1583413547;1583413548;
144843389;1583413548;4070498934;
144843389;4070498934;2819514018;
144843389;2819514018;4070498942;
144843389;4070498942;5227267554;
144843389;5227267554;1583413549;
144843392;1583413555;1583413554;
144843392;1583413554;1917907687;
144843392;1917907687;1917908082;
144843392;1917908082;1917908317;
144843392;1917908317;1917908573;
144843392;1917908573;1109852659;
144845337;1583429074;1583429124;
144845337;1583429124;1583429078;
144845337;1583429078;1583429233;
144845337;1583429233;1583429223;
144845339;1583429124;3435730008;
154109847;851010546;1667324886;
154109847;1667324886;1667324888;
154109847;1667324888;1667054700;
154109847;1667054700;1667320607;
154109847;1667320607;5394576987;
154109847;5394576987;1667054724;
154109847;1667054724;1667320609;
154109847;1667320609;1667320606;
154110480;1667054717;1667054721;
154110480;1667054721;1667054700;
154110482;1667054720;1667324887;
154110482;1667324887;1667054718;
154110483;1667054721;1932354498;
154110485;1667054704;1667054702;
154110486;277835422;3436405235;
154110486;3436405235;277835295;
154110486;277835295;3436405232;
154110486;3436405232;277835329;
154110486;277835329;3436405217;
154110486;3436405217;3436405213;
154110486;3436405213;3977243848;
154110486;3977243848;277835282;
154110490;1667054718;1932354495;
154113239;1667070046;1917907312;
154113239;1917907312;1917907314;
154113239;1917907314;1917907316;
154113239;1917907316;1026404076;
154146528;1667054717;1667320613;
154146531;1667320607;1667320611;
154146531;1667320611;1667320608;
154146531;1667320608;1667320609;
154146536;851010552;1667320610;
154146536;1667320610;1667320606;
154146536;1667320606;851010549;
154146943;1667324888;1667324887;
154146944;1667324883;1667324884;
154146944;1667324884;4646126070;
154146944;4646126070;4646126069;
154146944;4646126069;1667324889;
154146944;1667324889;1667324885;
154146944;1667324885;4646126072;
154146944;4646126072;4646126071;
154146944;4646126071;3436405242;
154146944;3436405242;1667324890;
154146946;1667054718;1667324886;
154150349;429333172;1667340855;
154150349;1667340855;1026416722;
154150349;1026416722;6382405970;
154150350;1026417160;5263849493;
154150350;5263849493;5263849489;
154150350;5263849489;1667340855;
154151058;277835232;3436405234;
154151058;3436405234;277835233;
154151059;277835233;3894989907;
154151059;3894989907;277835237;
154151601;1669446114;277835156;
154151601;277835156;6382507866;
154151601;6382507866;1674587518;
154151601;1674587518;6382507862;
154151601;6382507862;6382387905;
154151601;6382387905;6382507864;
154151601;6382507864;6382507863;
154151601;6382507863;6382507865;
154151601;6382507865;6203457154;
154151601;6203457154;469812462;
154151602;6382405968;1026416175;
154151602;1026416175;1667340853;
154151602;1667340853;277835383;
154151602;277835383;6382405964;
154151602;6382405964;6382405965;
154151602;6382405965;1026405678;
154405112;851010457;1669446087;
154405112;1669446087;1669446089;
154405112;1669446089;1669446051;
154405117;851010461;1917908327;
154405117;1917908327;1669446080;
154405117;1669446080;1917908007;
154405117;1917908007;1917907755;
154405117;1917907755;1917907549;
154405117;1917907549;1669446114;
154406069;1669455394;1669455382;
154407026;277835419;1917907309;
154407026;1917907309;1917907307;
154407026;1917907307;1917907304;
154407026;1917907304;1917907303;
154407026;1917907303;1917907301;
154407026;1917907301;277835420;
154407026;277835420;1917907300;
154407026;1917907300;1917907299;
154407026;1917907299;1917907298;
154407026;1917907298;1917907296;
154407026;1917907296;277835234;
154407026;277835234;6453010343;
154407026;6453010343;3436405238;
154407026;3436405238;277835422;
154407037;277835421;3436405241;
154407037;3436405241;6400760287;
155012576;1674587626;1674587578;
155012576;1674587578;1674587535;
155012576;1674587535;1674587587;
155012576;1674587587;1674587626;
155012585;851010454;1674587626;
155016985;1026408757;1026408761;
155016985;1026408761;1026408764;
155016985;1026408764;1026408767;
155016986;1026408923;1920249992;
155016986;1920249992;1920250010;
155016986;1920250010;1920250023;
